,restaurant,url,category,distance,star,num_reviews
387,Sticky Wings,https://www.doordash.com/store/23057636/?pickup=false,"$ • American, Fast Food",18 min • 0.5 mi,4.5,(17)
388,Rebel Wings,https://www.doordash.com/store/23057613/?pickup=false,"$ • American, Wings",18 min • 0.5 mi,3.8,
389,Pho Xe Lua 24,https://www.doordash.com/store/22966765/?pickup=false,"$$ • Soup, Noodles",30 min • 1.7 mi,4.7,(47)
390,Wings & Things,https://www.doordash.com/store/23057635/?pickup=false,"$ • American, Fast Food",20 min • 0.5 mi,3.9,(14)
391,Vecceria,https://www.doordash.com/store/2645255/?pickup=false,"$$ • Dessert, Chicken",27 min • 0.7 mi,4.8,(33)
392,Freshslice Pizza,https://www.doordash.com/store/154850/?pickup=false,"$ • Dessert, Italian",21 min • 0.3 mi,3.8,(67)
393,Straight Outta Brooklyn Granville Island,https://www.doordash.com/store/23057356/?pickup=false,"$$ • Italian, Pizza",27 min • 1.3 mi,4.6,(21)
394,Riddim & Spice,https://www.doordash.com/store/58729/?pickup=false,"$$ • Jamaican, Chicken",29 min • 2.2 mi,4.5,(297)
395,VIA PASTA,https://www.doordash.com/store/23186153/?pickup=false,"$ • Comfort Food, Italian",24 min • 0.7 mi,5.0,
396,AFC by Cold Tea (Asian Fried Chicken),https://www.doordash.com/store/1384516/?pickup=false,"$$ • Comfort Food, Chicken",25 min • 0.5 mi,4.7,(166)
397,Chachi's Sandwiches,https://www.doordash.com/store/1027557/?pickup=false,"$$ • Sandwiches, Sausage",23 min • 0.2 mi,4.5,(248)
398,Machete Mexican and Healthy Foods,https://www.doordash.com/store/2347907/?pickup=false,"$$ • Mexican, Tacos",30 min • 1.0 mi,4.4,(84)
399,Blenz,https://www.doordash.com/store/22999461/?pickup=false,"$$ • Green Tea, shakes",26 min • 1.6 mi,4.1,(17)
400,Sushi master,https://www.doordash.com/store/1584020/?pickup=false,"$$ • Japanese, Sushi",26 min • 1.6 mi,4.7,(21)
401,Little Bangkok Thai Kitchen 2,https://www.doordash.com/store/2336936/?pickup=false,"$$ • Thai, Curry",29 min • 0.3 mi,4.6,(31)
402,Chronic Tacos,https://www.doordash.com/store/424677/?pickup=false,"$ • Mexican, Breakfast",26 min • 0.4 mi,4.2,"(1,600+)"
403,Momono Tea Shop 桃之夭夭,https://www.doordash.com/store/1788970/?pickup=false,"$$ • Japanese, Milk Tea",27 min • 1.8 mi,4.8,(19)
404,Olympia Restaurant,https://www.doordash.com/store/23331144/?pickup=false,"$$ • Greek, Souvlaki",30 min • 1.2 mi,,
405,Tanoor Pizza,https://www.doordash.com/store/23111965/?pickup=false,"$$ • Pizza, Sandwiches",23 min • 0.3 mi,5.0,
406,Purdys Chocolatier,https://www.doordash.com/store/1222880/?pickup=false,"$$ • Chocolates, Gift",17 min • 0.3 mi,4.9,(40)
407,Man vs Fries,https://www.doordash.com/store/23057227/?pickup=false,"$ • Black-Owned, Chicken",20 min • 0.5 mi,4.4,(12)
408,Nonna's Cucina,https://www.doordash.com/store/23024881/?pickup=false,"$$ • Desserts, Salads",28 min • 2.5 mi,4.6,
409,Famoso Neapolitan Pizzeria,https://www.doordash.com/store/1307018/?pickup=false,"$$ • Meatballs, Salads",20 min • 0.2 mi,4.3,(153)
410,Taco Nori Sushi Tacos,https://www.doordash.com/store/2324521/?pickup=false,"$$ • Tacos, Sushi",27 min • 1.1 mi,4.6,(31)
411,Gourmet Wok,https://www.doordash.com/store/911259/?pickup=false,"$$ • Chinese, Soup",26 min • 1.1 mi,4.3,(32)
412,The Golden Horn Turkish Bakery & Cafe,https://www.doordash.com/store/2628548/?pickup=false,"$$ • Turkish, Bakery",26 min • 0.6 mi,4.5,
413,American Eclectic Burger,https://www.doordash.com/store/23057225/?pickup=false,"$ • American, Burgers",18 min • 0.5 mi,4.6,(10)
414,RICEMAN,https://www.doordash.com/store/2442080/?pickup=false,"$$ • Rice, Biryani",30 min • 1.2 mi,4.3,(24)
415,Kurotaki Chabann,https://www.doordash.com/store/23186659/?pickup=false,"$$ • Fried Shrimp, Salads",28 min • 0.6 mi,4.0,
416,Ben Gong's Tea 本宫的茶,https://www.doordash.com/store/1223190/?pickup=false,"$$ • Cafe, Milk Tea",23 min • 300 ft,4.7,(101)
417,Another Wing By DJ Khaled,https://www.doordash.com/store/23057318/?pickup=false,"$ • American, Chicken",20 min • 0.5 mi,3.8,(11)
418,Michi Craft Kitchen,https://www.doordash.com/store/2827779/?pickup=false,"$$ • Noodles, Rice Bowl",29 min • 1.1 mi,,
419,Fatburger,https://www.doordash.com/store/1451310/?pickup=false,"$$ • Fries, Salads",19 min • 0.2 mi,4.6,(136)
420,Gyu-Kaku Japanese BBQ,https://www.doordash.com/store/42696/?pickup=false,"$$ • Sauce, Dessert",28 min • 1.3 mi,4.6,(362)
421,MrBeast Burger Canada,https://www.doordash.com/store/23001911/?pickup=false,"$$ • Burgers, Cheeseburger",22 min • 0.8 mi,4.1,(74)
422,Body Fuels Inc,https://www.doordash.com/store/2540618/?pickup=false,"$$ • Healthy, Organic",27 min • 1.0 mi,5.0,
423,The Golden Horn Turkish Bakery & Cafe,https://www.doordash.com/store/2628544/?pickup=false,"$$ • Turkish, Bakery",29 min • 1.4 mi,4.7,(24)
424,Cixi Wonton 慈禧云吞,https://www.doordash.com/store/2434733/?pickup=false,"$$ • Chinese, Soup",25 min • 1.8 mi,5.0,
425,Rise Up Marketplace,https://www.doordash.com/store/22918403/?pickup=false,"$$ • Grocery, Sandwiches",30 min • 1.6 mi,4.2,(21)
426,Renaissance European Bakery & Cafe Ltd,https://www.doordash.com/store/2860452/?pickup=false,$ • Italian,26 min • 0.9 mi,5.0,
427,Thai Express,https://www.doordash.com/store/1256081/?pickup=false,"$$ • Asian, Thai",20 min • 0.2 mi,4.6,(341)
428,On the Run,https://www.doordash.com/convenience/store/1872875/?pickup=false,"$$ • Chocolates, Candy",26 min • 1.6 mi,4.6,(41)
429,Taco Time,https://www.doordash.com/store/1229793/?pickup=false,"$$ • Tacos, Burritos",26 min • 0.2 mi,4.5,(148)
430,Vegan Pudding & Co,https://www.doordash.com/store/28220/?pickup=false,"$ • Desserts, Pudding",15 min • 0.3 mi,4.5,(19)
431,PiCaDo,https://www.doordash.com/store/2825328/?pickup=false,$$,19 min • 0.3 mi,,
432,Cafe & Life Co,https://www.doordash.com/store/2855794/?pickup=false,"$$ • Cafe, Espresso",22 min • 1.0 mi,4.0,
433,Food with Mood,https://www.doordash.com/store/2551329/?pickup=false,"$$ • Burgers, Pizza",22 min • 0.4 mi,,
434,Van Cha,https://www.doordash.com/store/1014967/?pickup=false,"$$ • Dessert, Coffee & Tea",23 min • 0.4 mi,1.0,
435,Bella Gelateria Gelato & Coffee,https://www.doordash.com/store/23427956/?pickup=false,"$$ • Ice Cream, Dessert",26 min • 0.8 mi,,
436,Monarca Cocina Mexicana (Carrall St),https://www.doordash.com/store/23198880/?pickup=false,$$,24 min • 0.5 mi,,
437,My Toan,https://www.doordash.com/store/2373102/?pickup=false,"$$ • Soup, Chicken",25 min • 0.5 mi,4.0,
438,Flatbread Union,https://www.doordash.com/store/843568/?pickup=false,"$$ • Mexican, Tacos",29 min • 1.3 mi,,
439,Umi Bento & Sushi,https://www.doordash.com/store/1023091/?pickup=false,"$ • Soup, Sides",25 min • 0.2 mi,4.5,
440,Pink Davie Market,https://www.doordash.com/store/23068891/?pickup=false,"$$ • Convenience, Snacks",30 min • 1.2 mi,,
441,Adriatic Divine Sandwiches,https://www.doordash.com/store/2576857/?pickup=false,"$$ • Sandwiches, Dessert",29 min • 0.6 mi,4.6,
442,Pi Co.,https://www.doordash.com/store/23275886/?pickup=false,"$$ • Pizza, Wood Fire Pizza",21 min • 0.2 mi,,
443,Jollibee,https://www.doordash.com/store/23019151/?pickup=false,"$$ • Chicken, Burgers",Closed • 0.3 mi,4.6,(413)
444,Kosoo Korean Chicken + BBQ,https://www.doordash.com/store/851552/?pickup=false,"$$ • Korean, Chicken",Closed • 0.6 mi,4.7,"(1,600+)"
445,The Parlour,https://www.doordash.com/store/31098/?pickup=false,"$$ • Pizza, Gluten-Free",Closed • 0.3 mi,4.5,"(8,300+)"
446,Meat & Bread,https://www.doordash.com/store/549484/?pickup=false,"$$ • Sandwiches, Salads",Closed • 0.2 mi,4.6,(500+)
447,Peaceful Restaurant 和平饭店,https://www.doordash.com/store/335188/?pickup=false,"$$ • Chinese, Dim Sum",Closed • 900 ft,4.6,"(1,700+)"
448,Hot Delivery Chinese Food,https://www.doordash.com/store/98638/?pickup=false,"$$ • Chinese, Noodles",Closed • 1.5 mi,4.4,"(3,100+)"
449,Flower & Horse in Spring 花马春天,https://www.doordash.com/store/469305/?pickup=false,"$$ • Chinese, Noodles",Closed • 1.2 mi,4.7,(348)
450,Sun Garden Chinese Restaurant 新园菜馆,https://www.doordash.com/store/98556/?pickup=false,"$$ • Chinese, Seafood",Closed • 2.1 mi,4.4,"(2,800+)"
451,SURA Korean Cuisine,https://www.doordash.com/store/28185/?pickup=false,"$$ • Korean, Alcohol",Closed • 1.0 mi,4.7,"(2,400+)"
452,The Chopped Leaf,https://www.doordash.com/store/28216/?pickup=false,"$ • Chicken, Wraps",Closed • 800 ft,4.7,"(2,000+)"
453,Guu Davie,https://www.doordash.com/store/1222213/?pickup=false,"$$ • Hot Pot, Rice Bowl",Closed • 0.9 mi,4.7,(386)
454,Dirty Apron,https://www.doordash.com/store/160845/?pickup=false,"$$ • Cafes, Takeout",Closed • 0.3 mi,4.4,(384)
455,Crackle Creme,https://www.doordash.com/store/30987/?pickup=false,"$ • Sweets, Coffee",Closed • 0.8 mi,4.8,(387)
456,Black Rice Izakaya,https://www.doordash.com/store/42618/?pickup=false,"$$ • Japanese, Sushi",Closed • 700 ft,4.7,(620+)
457,Calabash Bistro,https://www.doordash.com/store/28082/?pickup=false,"$$ • Family Meals, Roti",Closed • 0.5 mi,4.4,(790+)
458,RORI MOMO JAPANESE KOREAN RESTAURANT,https://www.doordash.com/store/940490/?pickup=false,"$$ • Korean, Japanese",Closed • 0.6 mi,4.6,(225)
459,Glowbal,https://www.doordash.com/store/566561/?pickup=false,"$$ • Canadian, Steak",Closed • 800 ft,4.4,(327)
460,Tavola,https://www.doordash.com/store/28115/?pickup=false,"$$$ • Italian, Dessert",Closed • 1.2 mi,4.7,(700+)
461,Indian Delicacy,https://www.doordash.com/store/422807/?pickup=false,"$$ • Indian, Chicken",Closed • 0.6 mi,4.6,(780+)
462,Per Se Social Corner,https://www.doordash.com/store/101779/?pickup=false,"$$ • Italian, Pizza",Closed • 0.2 mi,4.6,(940+)
463,Mumbai Local Restaurant,https://www.doordash.com/store/518941/?pickup=false,"$$ • Indian, Kebabs",Closed • 0.8 mi,4.2,(620+)
464,Charisma Cafe & Dessert House,https://www.doordash.com/store/335243/?pickup=false,"$$ • Cheesecake, Soup",Closed • 0.3 mi,4.7,"(3,000+)"
465,Chit Chat Burger Bar,https://www.doordash.com/store/1097280/?pickup=false,"$$ • Burgers, Milk Shakes",Closed • 0.3 mi,4.5,(291)
466,Brunch,https://www.doordash.com/store/976004/?pickup=false,"$$ • Brunch, Breakfast",Closed • 0.5 mi,4.4,(190)
467,The Cranky Old Fork,https://www.doordash.com/store/1806213/?pickup=false,"$$ • Sandwiches, Pizza",Closed • 1.1 mi,4.6,(670+)
468,Palate Kitchen,https://www.doordash.com/store/973969/?pickup=false,"$$ • Alcohol, Sweets",Closed • 0.4 mi,4.7,(204)
469,Beeryani Indian Bistro and Bar,https://www.doordash.com/store/801613/?pickup=false,"$$ • Indian, Vegetarian",Closed • 1.3 mi,4.4,"(1,700+)"
470,Spin Roll Sushi,https://www.doordash.com/store/42826/?pickup=false,"$ • Japanese, Sushi",Closed • 0.2 mi,4.7,(18)
471,PHAT Deli & Catering,https://www.doordash.com/store/98510/?pickup=false,"$$ • Breakfast, Sandwiches",Closed • 0.5 mi,4.2,(48)
472,Mr. Japanese Curry,https://www.doordash.com/store/976746/?pickup=false,"$$ • Japanese, Curry",Closed • 1.1 mi,4.8,(443)
473,Passion8 Dessert Cafe,https://www.doordash.com/store/445923/?pickup=false,"$$ • Cafe, Dessert",Closed • 1.5 mi,4.6,(429)
474,ChiMec,https://www.doordash.com/store/905531/?pickup=false,"$$ • Fried Chicken, Chicken Tenders",Closed • 1.2 mi,4.7,"(1,000+)"
475,O Sushi,https://www.doordash.com/store/98684/?pickup=false,"$$ • Japanese, Sushi",Closed • 0.2 mi,4.8,(305)
476,Manpuku Japanese Bento,https://www.doordash.com/store/596942/?pickup=false,"$$ • Japanese, Bento Box",Closed • 0.8 mi,4.8,(570+)
477,Baghdad Cafe,https://www.doordash.com/store/42610/?pickup=false,"$$ • Cafe, Salads",Closed • 0.2 mi,4.5,(193)
478,Koyuki Sapppro Ramen,https://www.doordash.com/store/976624/?pickup=false,"$$ • Takoyaki, Miso Soup",Closed • 0.8 mi,4.4,(24)
479,Timkee Kitchen 添记,https://www.doordash.com/store/98508/?pickup=false,"$$ • Chinese, Chicken",Closed • 1.8 mi,4.1,"(1,500+)"
480,Sciué Italian Bakery Café,https://www.doordash.com/store/609052/?pickup=false,"$$ • Italian, Pizza",Closed • 0.2 mi,4.5,(117)
481,Pizzeria Ludica,https://www.doordash.com/store/42790/?pickup=false,"$$ • Italian, Pizza",Closed • 0.3 mi,4.6,(640+)
482,Patron Tacos and Cantina,https://www.doordash.com/store/950171/?pickup=false,"$$ • Mexican, Tacos",Closed • 600 ft,4.7,(950+)
483,IKOI CHA 憩茶,https://www.doordash.com/store/23056434/?pickup=false,"$$ • Tea Bar, Waffles",Closed • 600 ft,4.8,
484,The Basic,https://www.doordash.com/store/2818121/?pickup=false,"$$ • Breakfast, Sandwiches",Closed • 0.7 mi,4.6,(89)
485,Nelson the Seagull,https://www.doordash.com/store/910081/?pickup=false,"$$ • Coffee, Pastries",Closed • 0.5 mi,4.8,"(1,300+)"
486,FRESH Sushi,https://www.doordash.com/store/899519/?pickup=false,"$$ • Japanese, Sushi",Closed • 0.3 mi,4.6,(760+)
487,A Taste of India Restaurant Inc.,https://www.doordash.com/store/275053/?pickup=false,"$$ • Indian, Lamb",Closed • 0.8 mi,4.4,"(1,000+)"
488,Buckstop,https://www.doordash.com/store/32834/?pickup=false,"$$$ • Canadian, Barbecue",Closed • 1.2 mi,4.1,(790+)
489,Le Petit Belge,https://www.doordash.com/store/98607/?pickup=false,"$$ • Belgian, Breakfast",Closed • 0.7 mi,4.6,(492)
490,Cora,https://www.doordash.com/store/1294306/?pickup=false,"$$ • Eggs, Crepes",Closed • 0.8 mi,4.7,"(1,200+)"
491,The Bubble Tea Shop,https://www.doordash.com/store/403926/?pickup=false,"$$ • Bubble Tea, Fruit Tea",Closed • 0.8 mi,4.5,"(1,500+)"
492,Zab Zaab Thai Cuisine,https://www.doordash.com/store/2095125/?pickup=false,"$$ • Thai, Curry",Closed • 0.5 mi,4.6,(135)
493,Hiro Japan Sushi,https://www.doordash.com/store/999321/?pickup=false,"$$ • Japanese, Sushi",Closed • 0.3 mi,4.3,(12)
494,Cafe Crepe,https://www.doordash.com/store/1299307/?pickup=false,"$$ • French, Creperies",Closed • 0.2 mi,4.3,(93)
495,888 Caffe Express,https://www.doordash.com/store/1009728/?pickup=false,"$$ • Coffee, Cappuccino",Closed • 0.3 mi,4.8,(32)
496,Homer St. Cafe and Bar,https://www.doordash.com/store/335248/?pickup=false,"$$ • Salads, Dessert",Closed • 0.2 mi,4.6,(560+)
497,Seiza Japanese Cuisine,https://www.doordash.com/store/612181/?pickup=false,"$$ • Japanese, Sushi",Closed • 1.7 mi,4.5,(411)
498,Kazami Japanese Restaurant,https://www.doordash.com/store/951411/?pickup=false,"$$ • Japanese, Sashimi",Closed • 1.0 mi,4.6,(210)
499,Cheesecake Etc,https://www.doordash.com/store/566812/?pickup=false,"$$ • Cheesecake, Coffee & Tea",Closed • 1.4 mi,4.6,(590+)
500,Kamei Royale Japanese Restaurant,https://www.doordash.com/store/31021/?pickup=false,"$$ • Japanese, Alcohol",Closed • 0.5 mi,4.4,(133)
501,The Italians Kitchen and Bar,https://www.doordash.com/store/803877/?pickup=false,"$$ • Italian, Alcohol",Closed • 0.8 mi,3.9,(136)
502,Six Acres,https://www.doordash.com/store/940037/?pickup=false,"$$ • Pizza, Snacks",Closed • 0.5 mi,4.7,(12)
503,Floata Seafood Restaurant 富大海鮮酒家,https://www.doordash.com/store/98444/?pickup=false,"$$ • Dim Sum, Seafood",Closed • 0.6 mi,4.4,(88)
504,Sun Fresh Bakery House 新发饼屋,https://www.doordash.com/store/445834/?pickup=false,"$$ • Chinese, Vermicelli",Closed • 0.8 mi,4.7,(237)
505,Fit Camp Foods,https://www.doordash.com/store/600300/?pickup=false,"$$ • Smoothies, Juice Bar",Closed • 0.7 mi,4.9,(19)
506,Feng Cha 奉茶,https://www.doordash.com/store/2532155/?pickup=false,"$$ • Chinese, Fruit Tea",Closed • 0.7 mi,4.7,
507,Shark Club,https://www.doordash.com/store/98465/?pickup=false,"$$ • Alcohol, Fries",Closed • 600 ft,4.3,(92)
508,Frying Pan Kitchen & Bar,https://www.doordash.com/store/1376546/?pickup=false,"$$ • Chicken, Alcohol",Closed • 0.4 mi,4.8,(422)
509,Bread x Butter Cafe,https://www.doordash.com/store/1121964/?pickup=false,"$$ • Cafe, Coffee & Tea",Closed • 0.4 mi,4.8,(35)
510,Honey Salt,https://www.doordash.com/store/241043/?pickup=false,"$$ • Sandwiches, Brunch",Closed • 0.4 mi,4.4,(445)
511,1931 Gallery Bistro,https://www.doordash.com/store/973113/?pickup=false,"$$ • Salads, Sandwiches",Closed • 0.3 mi,4.6,(115)
512,Bistro Sakana,https://www.doordash.com/store/335181/?pickup=false,"$$ • Japanese, Sushi",Closed • 0.4 mi,4.7,(233)
513,John 3:16 Malaysian Delights Ltd.,https://www.doordash.com/store/1558513/?pickup=false,"$$ • Malaysian, Noodles",Closed • 1.3 mi,4.8,(700+)
514,Bonta Italian Ristorante,https://www.doordash.com/store/2424412/?pickup=false,"$$ • Italian, Salads",Closed • 0.7 mi,4.6,(401)
515,Nabebugyo Hot Pot Cuisine,https://www.doordash.com/store/1032580/?pickup=false,"$$ • Hot Pot, Noodles",Closed • 1.6 mi,4.6,(178)
516,New Sun Restaurant,https://www.doordash.com/store/98611/?pickup=false,"$ • Chinese, Noodles",Closed • 1.5 mi,4.3,(720+)
517,Sulbing Cafe Robson,https://www.doordash.com/store/1364012/?pickup=false,"$$ • Cafe, Coffee",Closed • 1.0 mi,4.8,(102)
518,Juliet's Café,https://www.doordash.com/store/31614/?pickup=false,"$$ • Cafe, Breakfast",Closed • 1.6 mi,4.7,(419)
519,Los Cuervos Taqueria Y Cantina,https://www.doordash.com/store/31033/?pickup=false,"$$ • Mexican, Tacos",Closed • 1.9 mi,4.5,(318)
520,The Distillery Bar + Kitchen,https://www.doordash.com/store/28851/?pickup=false,"$$ • Italian, Pizza",Closed • 0.5 mi,4.3,(530+)
521,Bovine Rice Bowls,https://www.doordash.com/store/1090287/?pickup=false,"$$ • Salads, Japanese",Closed • 0.5 mi,4.7,(80)
522,Ca Phe Vietnamese Coffee House,https://www.doordash.com/store/592969/?pickup=false,"$$ • Vietnamese, Coffee",Closed • 0.3 mi,4.8,(104)
523,Mapopancakehouse,https://www.doordash.com/store/23180330/?pickup=false,"$$ • Pancakes, Bowls",Closed • 0.5 mi,5.0,
524,Argo Cafe,https://www.doordash.com/store/952669/?pickup=false,"$$ • Cafe, Brunch",Closed • 0.9 mi,4.7,(31)
525,Indus Grill & Bar,https://www.doordash.com/store/1671547/?pickup=false,"$$ • Bar and Grill, Indian",Closed • 0.5 mi,4.6,(332)
526,Benkei Ramen,https://www.doordash.com/store/930843/?pickup=false,"$$ • Japanese, Ramen",Closed • 1.2 mi,4.6,(500+)
527,Noodle Arts (Robson St),https://www.doordash.com/store/568789/?pickup=false,"$$ • Chinese, Noodles",Closed • 1.2 mi,4.3,(122)
528,Chambar,https://www.doordash.com/store/910210/?pickup=false,"$$ • Appetizers, Desserts",Closed • 0.2 mi,4.6,(98)
529,Babylon Café,https://www.doordash.com/store/98516/?pickup=false,"$ • Middle Eastern, Wraps",Closed • 1.3 mi,4.1,(352)
530,Camay Wok 佳美廚,https://www.doordash.com/store/566262/?pickup=false,"$$ • Noodles, Chinese",Closed • 0.3 mi,4.3,
531,MDG Madanggoul Korean Restaurant,https://www.doordash.com/store/639288/?pickup=false,"$$ • Korean, Barbecue",Closed • 1.2 mi,4.6,"(1,200+)"
532,Avelynflorist,https://www.doordash.com/store/2816726/?pickup=false,$$ • Gift,Closed • 0.5 mi,4.9,(15)
533,Congee Noodle Delight,https://www.doordash.com/store/23089003/?pickup=false,"$$ • Chicken, Pork",Closed • 0.4 mi,4.8,
534,24hr Snacks,https://www.doordash.com/store/1726745/?pickup=false,"$$ • Snacks, Convenience",Closed • 0.7 mi,4.3,(57)
535,Game of wings,https://www.doordash.com/store/2274726/?pickup=false,"$$ • American, Fries",Closed • 1.0 mi,4.4,(185)
536,Dae Bak Bon Ga,https://www.doordash.com/store/28223/?pickup=false,"$$ • Korean, Barbecue",Closed • 0.8 mi,4.6,(228)
537,theKhaykery,https://www.doordash.com/store/1643755/?pickup=false,"$$ • Bakery, Cakes",Closed • 1.0 mi,4.7,(55)
538,Robba da Matti,https://www.doordash.com/store/725245/?pickup=false,$$ • Italian,Closed • 1.3 mi,4.4,(138)
539,Lucha Libre Taqueria,https://www.doordash.com/store/2725939/?pickup=false,"$$ • Nachos, Mexican",Closed • 0.4 mi,4.6,(69)
540,Eden Cafe,https://www.doordash.com/store/1354778/?pickup=false,"$$ • Coffee, Bakery",Closed • 1.1 mi,5.0,
541,BARA Caribbean Cuisine,https://www.doordash.com/store/2152482/?pickup=false,"$$ • Caribbean, Chicken",Closed • 0.4 mi,4.7,(169)
542,Mo Burger,https://www.doordash.com/store/1413690/?pickup=false,"$$ • Craft Beer, Chicken Tenders",Closed • 0.6 mi,4.6,(35)
543,Uma Sushi,https://www.doordash.com/store/328189/?pickup=false,"$ • Japanese, Nigiri",Closed • 1.1 mi,4.7,(245)
544,12 Kings Pub,https://www.doordash.com/store/445787/?pickup=false,"$$ • Pubs, Alcohol",Closed • 1.6 mi,4.4,(310)
545,Maxine's Cafe & Bar,https://www.doordash.com/store/1638124/?pickup=false,"$$ • Desserts, Latte",Closed • 0.8 mi,4.7,(158)
546,Ophelia,https://www.doordash.com/store/335216/?pickup=false,"$$ • Mexican, Tacos",Closed • 0.8 mi,4.7,(194)
547,Katsu Sando Cafe,https://www.doordash.com/store/1412878/?pickup=false,"$$ • Japanese, Sandwiches",Closed • 1.1 mi,4.8,(84)
548,Torizo Ramen bar,https://www.doordash.com/store/42602/?pickup=false,"$$ • Japanese, Ramen",Closed • 0.6 mi,4.7,(41)
549,La playita seafood,https://www.doordash.com/store/1336779/?pickup=false,"$$ • Mexican, Ceviche",Closed • 0.3 mi,4.8,(46)
550,"Fiorino, Italian street food LTD",https://www.doordash.com/store/2510505/?pickup=false,"$$ • Italian, Street Food",Closed • 0.7 mi,4.5,(10)
551,Saku (Robson),https://www.doordash.com/store/915173/?pickup=false,"$$ • Salads, Vegetarian options",Closed • 1.0 mi,4.7,(630+)
552,Catch 122,https://www.doordash.com/store/30980/?pickup=false,"$$ • Cafe, Coffee",Closed • 0.3 mi,4.7,(179)
553,SIRIUS CRAVING FOOD TRUCK + SNACK BAR,https://www.doordash.com/store/2631799/?pickup=false,"$$ • Burgers, Fries",Closed • 1.8 mi,4.9,(89)
554,Carnitas EL ROLYS,https://www.doordash.com/store/1386193/?pickup=false,"$$ • Mexican, Box Lunch",Closed • 1.5 mi,4.5,(93)
555,MitBit Foods,https://www.doordash.com/store/566772/?pickup=false,"$$ • Burgers, Wraps",Closed • 1.2 mi,4.3,(61)
556,Pizza Coming Soon,https://www.doordash.com/store/1356829/?pickup=false,"$$ • Japanese, Snacks",Closed • 0.7 mi,4.6,(39)
557,BC Kitchen (Parq Vancouver),https://www.doordash.com/store/241037/?pickup=false,"$$ • Chinese, Burgers",Closed • 0.3 mi,4.3,(202)
558,Creme De La Crumb Bakeshop & Catering,https://www.doordash.com/store/566730/?pickup=false,"$$ • Latte, Coffee & Tea",Closed • 0.5 mi,5.0,
559,Paul's Omelettery Restaurant,https://www.doordash.com/store/28175/?pickup=false,"$$ • Breakfast, Omelets",Closed • 1.5 mi,4.6,(130)
560,Donky chicken,https://www.doordash.com/store/1520287/?pickup=false,"$$ • Korean, Chicken",Closed • 1.4 mi,4.6,(119)
561,sophies cosmic cafe,https://www.doordash.com/store/1653415/?pickup=false,"$$ • Cafe, Breakfast",Closed • 1.9 mi,4.6,(242)
562,Momos Corner,https://www.doordash.com/store/2622830/?pickup=false,"$$ • Himalayan/Nepalese, Fries",Closed • 1.0 mi,4.3,(163)
563,Grounds For Appeal,https://www.doordash.com/store/42695/?pickup=false,"$$ • Indian, Coffee",Closed • 0.2 mi,5.0,(20)
564,Noodle World,https://www.doordash.com/store/23055299/?pickup=false,"$$ • Soup, Pad Thai",Closed • 1.7 mi,4.6,(30)
565,Burdy,https://www.doordash.com/store/2626085/?pickup=false,"$$ • Vegetarian, Fast Food",Closed • 1.6 mi,4.7,(26)
566,Sushi Hanabi,https://www.doordash.com/store/1021050/?pickup=false,"$$ • Japanese, Sushi",Closed • 1.4 mi,4.6,(123)
567,Bibiko,https://www.doordash.com/store/915449/?pickup=false,"$ • Korean, Bibimpap",Closed • 0.4 mi,4.5,(22)
568,THE PARK PUB (Davie St),https://www.doordash.com/store/1217422/?pickup=false,"$$ • Breakfast, Burgers",Closed • 1.3 mi,4.7,(124)
569,Won More Szechuan Cuisine 四川小厨,https://www.doordash.com/store/98613/?pickup=false,"$$ • Chinese, Noodles",Closed • 1.3 mi,4.5,(59)
570,Aidan’s,https://www.doordash.com/store/1449809/?pickup=false,"$$ • Cafe, Breakfast",Closed • 0.5 mi,4.8,(26)
571,Kim Express,https://www.doordash.com/store/98417/?pickup=false,"$ • Vietnamese, Noodles",Closed • 2.2 mi,4.7,(42)
572,Pho 555 Vietnamese Restaurant,https://www.doordash.com/store/1098813/?pickup=false,"$$ • Vietnamese, Pho",Closed • 1.3 mi,4.5,(32)
573,MOD Beverage Inc,https://www.doordash.com/store/1629997/?pickup=false,"$$ • Beer, Wine & Spirits",Closed • 1.7 mi,4.9,(12)
574,Zoomak Korean Tavern,https://www.doordash.com/store/1196832/?pickup=false,"$$ • Korean, Rice Bowl",Closed • 0.6 mi,4.9,(39)
575,Symphonie Restaurant,https://www.doordash.com/store/42850/?pickup=false,"$$ • Filipino, Breakfast",Closed • 0.6 mi,4.6,(13)
576,Guu Original Thurlow,https://www.doordash.com/store/1456211/?pickup=false,"$$ • Curry, Salmon",Closed • 0.5 mi,4.8,(168)
577,Bistro Verde at Nordstrom,https://www.doordash.com/store/1595890/?pickup=false,"$$ • Brunch, Dessert",Closed • 0.3 mi,4.7,(13)
578,Skewers Souvlaki Pita Bar,https://www.doordash.com/store/22988372/?pickup=false,"$$ • Salads, Wraps",Closed • 0.5 mi,4.8,(26)
579,HOTATE,https://www.doordash.com/store/1861541/?pickup=false,"$$ • Japanese, Noodles",Closed • 1.8 mi,4.8,(18)
580,Sai Woo,https://www.doordash.com/store/1476624/?pickup=false,"$$ • Chinese, Seafood",Closed • 0.6 mi,4.7,(11)
581,Vankoshary Eats,https://www.doordash.com/store/2537218/?pickup=false,"$$ • Mediterranean, Breakfast",Closed • 1.6 mi,4.7,(40)
582,Baghven Uyghur Cuisine 巴合灣維吾爾美食,https://www.doordash.com/store/2816035/?pickup=false,"$$ • uyghur, Salads",Closed • 1.7 mi,4.2,(17)
