,restaurant,url,category,distance,star,num_reviews
394,Patisserie De La Gare,https://www.doordash.com/store/1230021/?pickup=false,"$$ • Pastries, Cakes",2.3 mi • Closed,4.3,(28)
395,Capitaine Sandwich,https://www.doordash.com/store/2909025/?pickup=false,$$ • Sandwiches,1.4 mi • Closed,4.8,(29)
396,Pub Mc Carold's,https://www.doordash.com/store/630078/?pickup=false,"$$ • Pubs, Burgers",2.1 mi • Closed,4.6,(107)
397,Dépanneur Tina plus,https://www.doordash.com/convenience/store/1692030/?pickup=false,"$$ • Candy, Grocery",1.9 mi • Closed,4.6,(61)
398,Philinos,https://www.doordash.com/store/630226/?pickup=false,"$$ • Greek, Mediterranean",1.5 mi • Closed,,
399,Pizzeria Geppetto,https://www.doordash.com/store/1154701/?pickup=false,"$$ • Pizza, Salads",1.1 mi • Closed,4.3,(220)
400,Cafétéria La Mosaïque,https://www.doordash.com/store/1916115/?pickup=false,"$$ • Chinese, Cafe",0.6 mi • Closed,4.5,(20)
401,La Boite Verte,https://www.doordash.com/store/1066086/?pickup=false,"$$ • Cafe, Breakfast",0.4 mi • Closed,4.3,(51)
402,la perle bleue,https://www.doordash.com/store/2485411/?pickup=false,"$$ • Breakfast, Pizza",1.3 mi • Closed,2.6,
403,042 Afro Lounge,https://www.doordash.com/store/2386631/?pickup=false,"$$ • African, Seafood",0.3 mi • Closed,4.0,(18)
404,Ragù ( Le Central ),https://www.doordash.com/store/1218794/?pickup=false,"$$ • Italian, Alcohol",1.1 mi • Closed,4.6,
405,La Baguette Farcie,https://www.doordash.com/store/23036556/?pickup=false,"$$ • Poutineries, Wraps",0.3 mi • Closed,4.4,
406,Resto-Bar Le Chevalier Blanc,https://www.doordash.com/store/1461948/?pickup=false,"$$ • Poutineries, Snacks",2.6 mi • Closed,4.7,(155)
407,Bernice,https://www.doordash.com/store/2609893/?pickup=false,"$$ • Cookies, Pastries",2.1 mi • Closed,5.0,
408,Van Winkle's Sandwiches and Cafe,https://www.doordash.com/store/1222715/?pickup=false,"$$ • Sandwiches, Snacks",1.2 mi • Closed,4.2,
409,Chez Ta Mère,https://www.doordash.com/store/898916/?pickup=false,$$ • Sandwiches,1.9 mi • Closed,4.7,
410,Café Mimosa,https://www.doordash.com/store/1222023/?pickup=false,"$$ • Breakfast, Omelets",1.1 mi • Closed,,
411,Kim Chi Korean Delight,https://www.doordash.com/store/1002865/?pickup=false,"$$ • Korean, Noodles",0.6 mi • Closed,4.8,(47)
412,Pok Pok,https://www.doordash.com/store/22983588/?pickup=false,"$$ • Poulet, Popcorn",0.9 mi • Closed,4.1,(12)
413,Fresh Mint,https://www.doordash.com/store/732130/?pickup=false,"$$ • Salads, Sandwiches",0.8 mi • Closed,3.0,
414,Takumi Sushi,https://www.doordash.com/store/2267461/?pickup=false,"$$ • Nigiri, Sashimi",1.4 mi • Closed,3.1,
415,La Petite Marche,https://www.doordash.com/store/1215584/?pickup=false,"$$ • French, Brunch",2.0 mi • Closed,4.8,
416,Restaurant District 4,https://www.doordash.com/store/1340295/?pickup=false,"$$ • Vietnamese, Banh Mi",1.3 mi • Closed,4.4,(21)
417,Restaurant l'Anecdote,https://www.doordash.com/store/1255302/?pickup=false,"$$ • French, Poutineries",1.7 mi • Closed,4.4,(57)
418,Masala indian cuisine,https://www.doordash.com/store/1243601/?pickup=false,"$$ • Vegetarian, Curry",1.4 mi • Closed,4.7,(39)
419,Deli Grill,https://www.doordash.com/store/23006726/?pickup=false,"$$ • Wraps, Chicken",0.3 mi • Closed,5.0,
420,Pizzéria Montréal New York,https://www.doordash.com/store/23074072/?pickup=false,"$$ • Desserts, Beverages",1.1 mi • Closed,3.5,
421,Tropikàl,https://www.doordash.com/store/1556666/?pickup=false,"$$ • Caribbean, Chicken Wings",1.3 mi • Closed,3.9,(41)
422,Muffin Plus,https://www.doordash.com/store/1416385/?pickup=false,"$$ • Breakfast, Muffin",1.0 mi • Closed,4.9,(10)
423,Quiznos,https://www.doordash.com/store/1120298/?pickup=false,"$$ • Salads, Soup",1.0 mi • Closed,4.3,(37)
424,Time,https://www.doordash.com/store/1104796/?pickup=false,"$$ • Burgers, Poutineries",0.7 mi • Closed,,
425,Casa Kaizen by Sushi MoMo,https://www.doordash.com/store/1214470/?pickup=false,"$$ • Mexican, Tacos",1.2 mi • Closed,4.7,(156)
426,Le Warehouse Crescent St,https://www.doordash.com/store/968795/?pickup=false,"$$ • Salads, Burgers",800 ft • Closed,4.2,(52)
427,Cacao 70 Eatery,https://www.doordash.com/store/629986/?pickup=false,"$$ • French, Coffee Shop",0.5 mi • Closed,4.0,(610+)
428,Lola Rosa,https://www.doordash.com/store/714510/?pickup=false,"$$ • Dessert, Salads",0.6 mi • Closed,4.6,(141)
429,OPIANO,https://www.doordash.com/store/988810/?pickup=false,"$$ • Korean, Soup",0.2 mi • Closed,4.8,(324)
430,RESTAURANT BIIRU,https://www.doordash.com/store/629673/?pickup=false,"$$ • Desserts, Japanese",0.7 mi • Closed,,
431,Nouveau Palais,https://www.doordash.com/store/629883/?pickup=false,"$$ • Salads, Burgers",2.2 mi • Closed,4.7,(144)
432,LE RED TIGER Pub Vietnamien / Vietnamese Pub,https://www.doordash.com/store/994354/?pickup=false,"$$ • Vietnamese, Spring Rolls",1.8 mi • Closed,4.5,(83)
433,Hello 123,https://www.doordash.com/store/968664/?pickup=false,"$$ • Brunch, Smoothies",1.3 mi • Closed,4.6,(128)
434,Crescent Sushi,https://www.doordash.com/store/780541/?pickup=false,"$$ • Japanese, Sushi",800 ft • Closed,4.5,(39)
435,Ben & Jerry's,https://www.doordash.com/store/778904/?pickup=false,"$$ • Dessert, Ice Cream",600 ft • Closed,5.0,
436,Poke Star,https://www.doordash.com/store/701313/?pickup=false,"$$ • Hawaiian, Poke",0.6 mi • Closed,4.5,(231)
437,Le Coq Frit,https://www.doordash.com/store/1225050/?pickup=false,"$$ • Chicken, Sandwiches",0.4 mi • Closed,4.2,"(1,300+)"
438,Chatime,https://www.doordash.com/store/728878/?pickup=false,"$$ • Bubble Tea, Milk Tea",0.3 mi • Closed,4.5,(39)
439,Mei Restaurant,https://www.doordash.com/store/732389/?pickup=false,"$$ • Noodles, Asian",0.2 mi • Closed,4.3,(16)
440,Sandwicherie Ka'ek,https://www.doordash.com/store/649360/?pickup=false,"$$ • Middle Eastern, Dessert",800 ft • Closed,4.2,(251)
441,Formosa (Rue Cathcart),https://www.doordash.com/store/763992/?pickup=false,$$ • Korean,0.5 mi • Closed,4.0,
442,Soupebol Nouillerie,https://www.doordash.com/store/749596/?pickup=false,"$$ • Chinese, Soup",0.6 mi • Closed,3.0,
443,Kampai Garden (Sainte-Catherine St W),https://www.doordash.com/store/285693/?pickup=false,"$$ • Noodles, Soup",0.3 mi • Closed,4.5,(220)
444,Kalbi,https://www.doordash.com/store/748143/?pickup=false,"$$$ • Barbecue, Nigiri",1.2 mi • Closed,4.1,(272)
445,Dandy,https://www.doordash.com/store/1029788/?pickup=false,"$$ • Pizza, Salads",1.1 mi • Closed,4.7,(23)
446,Pizza Madona,https://www.doordash.com/store/1032908/?pickup=false,$$ • Pizza,1.1 mi • Closed,4.0,(188)
447,Mon Ami,https://www.doordash.com/store/659997/?pickup=false,"$$ • Korean, Fried Chicken",0.2 mi • Closed,3.9,(11)
448,Le Belle Province (St. Catherine St E),https://www.doordash.com/store/1063847/?pickup=false,"$$ • Poutineries, Fast Food",1.1 mi • Closed,4.5,(69)
449,L'avenue,https://www.doordash.com/store/630002/?pickup=false,"$$ • Breakfast, Pancakes",1.3 mi • Closed,4.5,(302)
450,Archway bar santé,https://www.doordash.com/store/934981/?pickup=false,"$$ • Brunch, Dessert",2.3 mi • Closed,4.7,(94)
451,Poke Mahalo,https://www.doordash.com/store/1516504/?pickup=false,"$$ • Hawaiian, Poke",0.3 mi • Closed,3.8,
452,Mono cafe,https://www.doordash.com/store/892638/?pickup=false,"$$ • Coffee & Tea, Latte",500 ft • Closed,,
453,Basha,https://www.doordash.com/store/1271802/?pickup=false,$ • Lebanese,0.3 mi • Closed,,
454,Maiolo Montreal,https://www.doordash.com/store/1019586/?pickup=false,"$$ • Italian, Sweets",0.3 mi • Closed,3.3,
455,Arabesque Resto Bar,https://www.doordash.com/store/1029785/?pickup=false,"$$ • Middle Eastern, Coffee & Tea",0.3 mi • Closed,,
456,Restaurant Le Calvaire,https://www.doordash.com/store/23462993/?pickup=false,"$$ • Fish & Chips, Salmon",0.3 mi • Closed,,
457,Northwestern Chinese Cuisine (白家老汤),https://www.doordash.com/store/1068125/?pickup=false,"$$ • Chinese, Noodles",0.4 mi • Closed,4.6,(57)
458,Thaiphon,https://www.doordash.com/store/629999/?pickup=false,"$$ • Seafood, Noodles",0.6 mi • Closed,,
459,Gyu-Kaku Japanese BBQ,https://www.doordash.com/store/942911/?pickup=false,"$$ • Sauce, Dessert",0.2 mi • Closed,4.7,(380)
460,Basha,https://www.doordash.com/store/1752623/?pickup=false,"$$ • Shawarma, Burgers",1.2 mi • Closed,4.2,(11)
461,Tsukuyomi,https://www.doordash.com/store/714860/?pickup=false,"$$ • Japanese, Ramen",1.9 mi • Closed,4.5,(350)
462,Falafel Avenue,https://www.doordash.com/store/678487/?pickup=false,"$$ • Falafel, Fries",0.5 mi • Closed,3.9,(21)
463,Bistro 1242 bar sportif,https://www.doordash.com/store/1615325/?pickup=false,$$,0.3 mi • Closed,,
464,Siam Centre Ville,https://www.doordash.com/store/2716636/?pickup=false,"$$ • Soup, Salads",0.3 mi • Closed,,
465,Omnivore PVM,https://www.doordash.com/store/2839447/?pickup=false,"$$ • Desserts, Vegetarian Friendly",0.5 mi • Closed,,
466,Chifa,https://www.doordash.com/store/1032934/?pickup=false,"$$ • Peruvian, Chinese",0.9 mi • Closed,4.3,(24)
467,Il Milanese,https://www.doordash.com/store/2657518/?pickup=false,"$$ • Pizza, Coffee & Tea",1.3 mi • Closed,4.4,
468,Dépanneur After Hours,https://www.doordash.com/store/1465674/?pickup=false,"$$ • Convenience, chips",0.4 mi • Closed,2.3,
469,Saladesalad,https://www.doordash.com/store/849989/?pickup=false,"$$ • Vegan, Healthy",0.7 mi • Closed,3.5,
470,Greenspot 1947,https://www.doordash.com/store/1220142/?pickup=false,"$$ • Poutineries, Pizza",1.2 mi • Closed,4.7,(61)
471,Déjeunette,https://www.doordash.com/store/1286565/?pickup=false,"$$ • Soup, Noodles",0.4 mi • Closed,,
472,Snax,https://www.doordash.com/store/1324632/?pickup=false,"$$ • Sandwiches, Burgers",0.4 mi • Closed,,
473,Osteria mkt,https://www.doordash.com/store/629860/?pickup=false,"$$ • Italian, Dessert",0.5 mi • Closed,,
474,Motel Mexico,https://www.doordash.com/store/1206606/?pickup=false,"$$ • Street Food, Mexican",0.6 mi • Closed,,
475,SHAY Express,https://www.doordash.com/store/1494350/?pickup=false,"$$ • Middle Eastern, Brunch",0.8 mi • Closed,4.5,(56)
476,Cafe Pave (Rue Notre-Dame O),https://www.doordash.com/store/630156/?pickup=false,"$$ • Sandwiches, Pizza",1.1 mi • Closed,5.0,
477,M4 Burritos Concordia,https://www.doordash.com/store/782954/?pickup=false,"$$ • Mexican, Burritos",0.2 mi • Closed,3.3,(57)
478,Crossbar Restaurant,https://www.doordash.com/store/970864/?pickup=false,"$$ • Pizza, Italian",0.4 mi • Closed,5.0,
479,Maman,https://www.doordash.com/store/985893/?pickup=false,"$$ • Bakery, Salads",0.8 mi • Closed,4.1,(46)
480,Tiramisu,https://www.doordash.com/store/2583137/?pickup=false,"$$ • Italian, Pizza",1.2 mi • Closed,4.2,
481,Tiradito,https://www.doordash.com/store/1032932/?pickup=false,"$$ • Peruvian, Chicken",0.9 mi • Closed,4.7,(72)
482,Ayla,https://www.doordash.com/store/974010/?pickup=false,"$$ • Mediterranean, Dessert",0.9 mi • Closed,4.1,
483,Le Comptoir Sushi et Prêt-à-Manger,https://www.doordash.com/store/1585996/?pickup=false,"$$ • Sushi, Japanese",1.3 mi • Closed,5.0,
484,Barroco,https://www.doordash.com/store/940931/?pickup=false,"$$ • Modern European, Barbecue",1.1 mi • Closed,4.5,(25)
485,Au Festin de Babette,https://www.doordash.com/store/983358/?pickup=false,"$$ • Chocolates, Brunch",1.6 mi • Closed,4.7,(27)
486,Maquis yasolo,https://www.doordash.com/store/899809/?pickup=false,"$$ • Chicken, Wraps",1.4 mi • Closed,3.2,(21)
487,Bazaar Foods,https://www.doordash.com/store/23288814/?pickup=false,"$$ • Persian, Kebabs",0.8 mi • Closed,,
488,Burgers Galore,https://www.doordash.com/store/1217579/?pickup=false,"$$ • Burgers, Dessert",0.6 mi • Closed,,
489,Green Cafe,https://www.doordash.com/store/1042064/?pickup=false,"$ • Cafe, Breakfast",0.7 mi • Closed,,
490,MB2GO (1050 Beaver Hall),https://www.doordash.com/store/953162/?pickup=false,"$$ • Salads, Dessert",0.7 mi • Closed,,
491,Circos Montreal,https://www.doordash.com/store/23421101/?pickup=false,"$$ • Pizza, Burgers",0.7 mi • Closed,,
492,Ristorante Aria,https://www.doordash.com/store/2357332/?pickup=false,"$$ • Italian, Alcohol",0.7 mi • Closed,5.0,
493,Ramen 9000,https://www.doordash.com/store/2689217/?pickup=false,"$$ • Ice Cream, Ramen",1.8 mi • Closed,4.6,(40)
494,Restaurant Keung Kee,https://www.doordash.com/store/714686/?pickup=false,"$$ • Chinese, Seafood",1.1 mi • Closed,4.5,(92)
495,Monami Express Condordia,https://www.doordash.com/store/669338/?pickup=false,"$$ • Soup, Chicken",0.2 mi • Closed,,
496,saint döner sandwichs,https://www.doordash.com/store/2376242/?pickup=false,"$$ • Sandwiches, Dessert",1.6 mi • Closed,5.0,
497,La Maison Oflore,https://www.doordash.com/store/714158/?pickup=false,"$ • Cafe, Coffee & Tea",1.6 mi • Closed,4.4,(14)
498,Dynastie,https://www.doordash.com/store/2561986/?pickup=false,"$$ • Soup, Chinese",1.1 mi • Closed,3.9,(10)
499,Stonefire Pizza,https://www.doordash.com/store/1217522/?pickup=false,"$$ • Italian, Poutineries",0.6 mi • Closed,5.0,
500,Tacos Tin Tan,https://www.doordash.com/store/971208/?pickup=false,"$$ • Mexican, Tacos",1.5 mi • Closed,4.6,(79)
501,Montréal kebab,https://www.doordash.com/store/1796560/?pickup=false,"$$ • Plate, Shawarma",1.4 mi • Closed,4.0,(11)
502,CafeDemix,https://www.doordash.com/store/22987656/?pickup=false,"$$ • Burgers, Tacos",0.8 mi • Closed,,
503,Columbus Café & Co,https://www.doordash.com/store/23190887/?pickup=false,"$$ • Croissant, Muffin",0.9 mi • Closed,,
504,Darlington Boire & Manger,https://www.doordash.com/store/23308267/?pickup=false,"$$ • Pizza, Sandwiches",0.9 mi • Closed,,
505,Restaurant La Palma,https://www.doordash.com/store/23222898/?pickup=false,"$$ • Breakfast, Sandwiches",0.9 mi • Closed,,
506,Bulma Bar,https://www.doordash.com/store/876980/?pickup=false,"$$ • Pork, Tacos",0.9 mi • Closed,,
507,Arriba Burrito,https://www.doordash.com/store/1172843/?pickup=false,"$$ • Mexican, Tacos",1.4 mi • Closed,4.6,(69)
508,Delices Place,https://www.doordash.com/store/2618741/?pickup=false,"$$ • Sandwiches, Coffee",0.8 mi • Closed,4.0,
509,Arabica Lounge,https://www.doordash.com/store/22929221/?pickup=false,$$,0.3 mi • Closed,,
510,Kupfert & Kim,https://www.doordash.com/store/787189/?pickup=false,"$$ • Vegetarian, Vegan",0.5 mi • Closed,4.5,(10)
511,Le P'tit Plateau (Marie-Anne St ),https://www.doordash.com/store/936688/?pickup=false,"$$ • Seafood, French",1.6 mi • Closed,5.0,
512,Nopalito by Sushi MoMo,https://www.doordash.com/store/1214465/?pickup=false,"$$ • Mexican, Tortas",1.2 mi • Closed,4.6,(180)
513,Injoy Puff Corner,https://www.doordash.com/store/22969105/?pickup=false,"$$ • Indian, Sandwiches",0.4 mi • Closed,3.7,(19)
514,B&M Plateau (Rue Saint Viateur O),https://www.doordash.com/store/1192943/?pickup=false,"$$ • Italian, Coffee",2.0 mi • Closed,4.8,(293)
515,Yokato Yokabai (4185 Drolet Street),https://www.doordash.com/store/971246/?pickup=false,"$$ • Japanese, Ramen",1.6 mi • Closed,4.6,(187)
516,Depanneur Provi-Soir,https://www.doordash.com/store/1373981/?pickup=false,$ • Convenience,0.9 mi • Closed,,
517,Place Deschamps,https://www.doordash.com/store/748266/?pickup=false,"$$ • Bar and Grill, Dessert",0.9 mi • Closed,,
518,Place Deschamps,https://www.doordash.com/store/748266/?pickup=false,"$$ • Bar and Grill, Dessert",0.9 mi • Closed,,
519,Quattro Piatti,https://www.doordash.com/store/763982/?pickup=false,"$ • Italian, Pizza",1.0 mi • Closed,,
520,Gourmet Bagels And Subs,https://www.doordash.com/store/23154451/?pickup=false,"$$ • Pickup, Delivery",1.0 mi • Closed,,
521,La mignonette,https://www.doordash.com/store/1207414/?pickup=false,$$ • Portuguese,1.1 mi • Closed,,
522,Bourak Se7en's,https://www.doordash.com/store/1418056/?pickup=false,"$$ • Sandwiches, Dessert",1.1 mi • Closed,4.2,(103)
523,Terra Verde,https://www.doordash.com/store/716166/?pickup=false,"$ • Sandwiches, Pizza",1.1 mi • Closed,,
524,Restaurant Ong Ca Can,https://www.doordash.com/store/699498/?pickup=false,"$$ • Vietnamese, Poke",1.1 mi • Closed,,
525,Mr Smoke Meat Inc,https://www.doordash.com/store/2479970/?pickup=false,"$$ • Sandwiches, Burgers",1.1 mi • Closed,,
526,Crux Comptoir,https://www.doordash.com/store/630070/?pickup=false,"$$ • Smoothies, Breakfast",1.2 mi • Closed,5.0,
527,Kamuy 1485 Jeanne Mance,https://www.doordash.com/store/1247448/?pickup=false,$$ • Caribbean,0.9 mi • Closed,5.0,
528,Monsieur Restaurant Bar,https://www.doordash.com/store/1237604/?pickup=false,"$$ • Dessert, Salads",0.9 mi • Closed,4.6,
529,Cafe Saint-Henri,https://www.doordash.com/store/1045091/?pickup=false,"$$ • Cafe, Coffee",0.9 mi • Closed,5.0,
530,Balance Torrefacteur,https://www.doordash.com/store/1055510/?pickup=false,"$$ • Coffee, Ice Cream",2.5 mi • Closed,5.0,(14)
531,Magasin Privé,https://www.doordash.com/convenience/store/1951045/?pickup=false,"$$ • Convenience, Snacks",0.2 mi • Closed,,
532,Dadashi,https://www.doordash.com/store/2834783/?pickup=false,"$$ • Korean, Stew",0.4 mi • Closed,,
533,Kamé Snack Bar Hawaien,https://www.doordash.com/store/1797086/?pickup=false,"$$ • Poke, Snacks",1.1 mi • Closed,4.5,
534,Quattro Piatti,https://www.doordash.com/store/1547107/?pickup=false,"$$ • Italian, Pizza",1.0 mi • Closed,4.2,
535,Mon Shing,https://www.doordash.com/store/1643856/?pickup=false,"$$ • Chinese, Chicken",1.1 mi • Closed,3.7,
536,SeaSalt & Ceviche Bar,https://www.doordash.com/store/1012603/?pickup=false,"$$ • Burgers, Seafood",1.3 mi • Closed,3.5,(12)
537,La Petite Maison,https://www.doordash.com/store/1587285/?pickup=false,"$$ • Halal, Vegetarian",700 ft • Closed,4.0,(31)
538,Kali Bistro,https://www.doordash.com/store/2055422/?pickup=false,"$$ • French, Chicken",0.9 mi • Closed,4.0,
539,Baratartar,https://www.doordash.com/store/23266391/?pickup=false,"$$ • Poke, Seafood",1.2 mi • Closed,,
540,Aqua E Farina,https://www.doordash.com/store/23351850/?pickup=false,"$$ • Italian, Salads",1.3 mi • Closed,,
541,Marche Des Eclusiers (Rue De La Commune O),https://www.doordash.com/store/1009291/?pickup=false,"$$ • Cafe, Barbecue",1.3 mi • Closed,,
542,Cantine Burgz,https://www.doordash.com/store/1130979/?pickup=false,$$ • Chicken,1.4 mi • Closed,4.6,(72)
543,Pho Cali,https://www.doordash.com/store/1039404/?pickup=false,"$$ • Vietnamese, Vermicelli",1.2 mi • Closed,4.0,(12)
544,Restaurant Tapas Pintxo (Rue Sainte-Catherine O),https://www.doordash.com/store/1073729/?pickup=false,"$$ • Spanish, Seafood",1.1 mi • Closed,,
545,Deno's Restaurant,https://www.doordash.com/store/2365301/?pickup=false,"$$ • Italian, Pizza",1.4 mi • Closed,4.6,(14)
546,Pannizza (1980 Sherbrooke O),https://www.doordash.com/store/896437/?pickup=false,"$$ • Fast Food, Pizza",1.2 mi • Closed,3.0,
547,Zizipop,https://www.doordash.com/store/2447217/?pickup=false,$$ • Waffles,2.0 mi • Closed,5.0,
548,Dog House,https://www.doordash.com/store/1910114/?pickup=false,$$ • Burgers,1.1 mi • Closed,,
549,La Vieille Europe,https://www.doordash.com/store/1107889/?pickup=false,"$$ • Coffee, Modern European",1.2 mi • Closed,,
550,One Babo,https://www.doordash.com/store/2398848/?pickup=false,"$$ • Milk Tea, Smoothies",1.3 mi • Closed,,
551,Nmenan's Bazaar,https://www.doordash.com/store/23057038/?pickup=false,"$$ • meat, Beverages",1.4 mi • Closed,,
552,Le Parva Bistro,https://www.doordash.com/store/1172617/?pickup=false,"$ • Cafe, Juice Bar",1.4 mi • Closed,,
553,La Voute,https://www.doordash.com/store/1251124/?pickup=false,"$$ • Japanese, Sushi",1.0 mi • Closed,5.0,
554,Micro Espresso Café,https://www.doordash.com/store/1928326/?pickup=false,"$$ • Coffee, Bakery",1.1 mi • Closed,4.7,
555,Station Vitamine,https://www.doordash.com/store/776182/?pickup=false,"$$ • Healthy, Smoothies",0.5 mi • Closed,,
556,Café Nocturne,https://www.doordash.com/store/2830958/?pickup=false,"$$ • Latte, Sandwiches",1.1 mi • Closed,,
557,Beauty's Restaurant,https://www.doordash.com/store/2862184/?pickup=false,"$$ • Sandwiches, Brunch",1.5 mi • Closed,,
558,Euro-Market,https://www.doordash.com/convenience/store/2300327/?pickup=false,"$$ • Convenience, Grocery",1.6 mi • Closed,1.0,
559,Branzino (50 Boulevard Rene-Levesque O),https://www.doordash.com/store/773493/?pickup=false,"$$ • Italian, Salads",1.1 mi • Closed,,
560,Maison Kim Fung,https://www.doordash.com/store/1253107/?pickup=false,"$$ • Dumplings, Seafood",1.1 mi • Closed,4.4,(63)
561,Mehadrin Deli,https://www.doordash.com/store/1481518/?pickup=false,"$$ • Kosher, Fish",2.1 mi • Closed,5.0,
562,Le Club Burgers - Sandwiches - Wraps,https://www.doordash.com/store/1609762/?pickup=false,"$$ • Burgers, Wraps",2.5 mi • Closed,4.4,
563,Y-Fried Chicken,https://www.doordash.com/store/1266008/?pickup=false,"$$ • Chicken, Snacks",0.4 mi • Closed,,
564,Holiday's Resto and Snack,https://www.doordash.com/convenience/store/1266071/?pickup=false,"$$ • Convenience, Burgers",0.4 mi • Closed,4.0,(15)
565,trattoria gio,https://www.doordash.com/store/1119947/?pickup=false,"$$ • Italian, Pizza",1.4 mi • Closed,4.6,
566,Rotisseries Au Coq,https://www.doordash.com/store/1662470/?pickup=false,"$$ • Poutineries, Chicken Wings",0.6 mi • Closed,5.0,
567,Patati Patata Friterie De Luxe,https://www.doordash.com/store/2487056/?pickup=false,"$$ • Breakfast, Sandwiches",1.3 mi • Closed,4.4,(225)
